id,createdDate,updatedDate,version,templatesSetId,authorizationId,type,defaultDescription,profileId
2f241a3a-2754-49d4-bd0e-b4ca66c1273f,"2023-08-30 15:20:13.539198","2023-08-30 15:20:13.000000",2,99338890-1dd2-43f7-8bdd-6eb8b6403dd6,5ef86c4d-4516-4c62-b09b-b4d2f4b83787,other,"Please describe the post that you wish to share.",d96c65a1-e650-4b52-b649-60c1659251fa
2f7bb85f-8f6e-4f52-b93f-fc8e72e51435,"2022-10-27 15:15:24.845949","2023-03-28 12:31:20.634299",2,cb7db5db-a024-48c1-be7b-8f1ffde26960,12b26a48-0893-45cb-aba4-7a70ac605231,"stakeholder persona","Please describe the stakeholder persona that is relevant.",46ee33a1-1bfe-4852-b046-a6688e2db8df
2f85c56f-4672-47de-8cfb-6fbecbb8ffc1,"2023-07-28 12:47:08.683124","2023-07-28 12:47:08.000000",2,7c48c7c9-bb16-4676-bf48-383433df3391,b3ac7143-c132-4973-a495-6a783081f36b,"Release-27-07-2023 - pack post","Release-27-07-2023 - pack post
",12a48f08-c8c4-4181-82c9-ce61490c431e
2fbdb00c-140b-438b-8d53-25ee4cf00721,"2024-05-09 09:21:59.669787","2024-05-09 09:22:00.000000",2,20b6aab8-2338-4fd3-9459-85830670a412,160f0a3b-0ab4-4e3f-a67b-36d4e20c81fd,"Community Needs 👥","💬**What is blocking this space at the moment?**

*Uncover the current challenges and obstacles that hinder progress in this space. What barriers are present, and how do they impact the community?*

📢 **Describe your call to action**:

*What steps can we take to address these challenges, and how can we overcome these obstacles?*

📚 **Type of knowledge, expertise, and resources:**

*Specify the types of knowledge, expertise, and resources needed to navigate and overcome the identified challenges*

✏️ **Additional context:**

*providing additional context*

Together, lets transform challenges into pportunities and propel this space forward! 🚀💪
",5f557957-7f60-466f-babd-d680c4c236da
304b1472-e3d1-4e27-9d63-009ac2f268c2,"2022-07-13 13:17:47.468787","2023-03-28 12:31:15.244155",2,a0d7ffcc-80e8-49f2-9c4d-80e09e027540,60d51dda-1066-44f2-aac9-d2c9e25a52bd,"related initiative","Please describe the related initiative that is relevant.",5bcfa669-b7e3-41d5-980f-55c53e5f4a4c
305566b9-51b3-4ac2-af4a-71e18b1c4a93,"2024-07-01 09:21:48.102336","2024-07-01 09:21:48.000000",2,14f72fd8-8af1-465c-865b-ef10d242d05d,79a5c461-8b04-4bdc-a34a-186d0c1f7331,"Community Needs 👥","💬**What is blocking this space at the moment?**

*Uncover the current challenges and obstacles that hinder progress in this space. What barriers are present, and how do they impact the community?*

📢 **Describe your call to action**:

*What steps can we take to address these challenges, and how can we overcome these obstacles?*

📚 **Type of knowledge, expertise, and resources:**

*Specify the types of knowledge, expertise, and resources needed to navigate and overcome the identified challenges*

✏️ **Additional context:**

*providing additional context*

Together, lets transform challenges into pportunities and propel this space forward! 🚀💪
",29620cf6-b609-423b-b30b-0f31e01f3143
307a7691-5036-40b3-96b6-733c081dc862,"2023-07-19 11:26:36.430423","2023-07-19 11:26:36.000000",2,1e9f8a49-daa4-4634-b664-24735c5e7f91,b0f013ef-7196-4085-98a4-38d224433a65,idea,"Please describe the idea that is relevant.",fccb47e6-0833-487b-a562-c63a662ee863
30b21100-c69f-4ef4-a484-18d32fca63ee,"2023-10-11 11:06:16.286915","2023-10-11 11:06:16.000000",2,c94f82ec-b6eb-4e6a-97b6-a5c71f6dc1ff,53c94f13-547d-4b4d-918a-03d68790c397,knowledge,"Please describe the knowledge that is relevant.",5ec6e7f6-20ee-4406-881b-a9d1968b862b
30da2f8c-957c-4b76-b830-088f0fbb75de,"2022-07-13 13:30:34.656905","2023-03-28 12:31:18.667467",2,a0d7ffcc-80e8-49f2-9c4d-80e09e027540,234c4800-b849-4c18-90d7-d86f3a466191,release-13-07-22-hub,release-13-07-22-hub,ce6dd2dd-0173-4bde-8768-c5550d6b5190
317779a2-bf35-4e04-9fa3-6a5aa58a5b95,"2023-06-01 09:37:56.964028","2023-06-01 09:37:57.000000",2,e4f1b96d-ef0b-435a-958c-edf8139718d9,05428add-3c64-46c1-b455-43fb3f9338b9,idea,"Please describe the idea that is relevant.",7425b5e5-8c33-4b12-988b-bbfdfcef68de
31d8663c-138e-4d86-bfe3-599c419a7bb7,"2023-07-27 14:07:16.645234","2023-07-27 14:07:17.000000",2,8f38c2ec-3b41-4aee-8b32-f9672d759fb8,59ec518a-18a6-4206-a6fb-927393536c2c,knowledge,"Please describe the knowledge that is relevant.",248a962d-06fe-49ab-8b99-52c5fbc03f59
3225c9ff-4526-4613-be6c-c680d164796f,"2023-04-21 13:40:25.901232","2023-04-21 13:40:26.000000",2,a6791a76-4e34-4a71-9d45-049ee382a74a,0ecdc519-3692-4209-815f-5274adf63cd1,idea,"Please describe the idea that is relevant.",9b17dcf6-0552-413b-9304-cf6c1c90d3ab
32387039-7ec5-4d32-be27-43929f6053a6,"2023-05-03 15:03:55.828581","2023-05-03 15:03:56.000000",2,54d0b99c-5836-4564-bb4a-7d8fc75e6e48,4689d2fb-d50d-43f8-91bd-d0b0ff107ed1,knowledge,"Please describe the knowledge that is relevant.",41876ef2-1cc3-464a-833c-26d964c428c6
32412d62-03b2-480f-b34c-8e4a0d4f59bf,"2024-03-12 15:56:03.681533","2024-03-12 15:56:04.000000",2,27ec1f18-47f3-422e-bb4d-a2af1bda1830,2d74e478-070c-4818-b1d8-9a80a3e98a60,idea,"Please describe the idea that is relevant.",b0127003-d830-457f-b550-433ac79cf512
342fc1b1-423d-45fe-af31-7f8a1676d327,"2024-03-12 12:33:53.048771","2024-03-12 12:33:53.000000",2,eb0d9faa-b230-41e9-b589-76a0ddf36ead,c33f9e23-18de-4175-8c2f-65dd420d5a70,"related initiative","Please describe the related initiative that is relevant.",12738bcf-abfc-4576-ae25-4d05e8b01725
3461f2ca-cb84-4341-b973-d8749d85a10b,"2024-07-05 08:32:50.475086","2024-07-05 08:32:51.000000",2,63df3923-0338-4c8d-980d-324c0525454d,0cf560ea-f6c2-422c-b921-6443076382e5,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",abe0329e-c0a3-400b-a5ac-796f2899ef5a
34a2d129-fbc2-4e1a-806e-d6c7f802144e,"2023-01-11 14:47:38.053297","2023-03-28 12:31:17.428739",2,9d6917ad-bb9c-4a87-ac25-3baedfad6d54,c9407674-8bee-4255-a30b-4d49fd294b89,idea,"Please describe the idea that is relevant.",dea6ba82-219f-4d32-be45-0f63f0f34b53
34b990c8-ebf2-4255-8ca5-fb76eccde06d,"2023-01-26 14:28:56.198708","2023-03-28 12:31:22.305537",2,0caba53b-e18d-45ea-b53a-a905d521f176,c3893809-6601-4642-875f-65ffc07d126c,idea,"Please describe the idea that is relevant.",de22fbf0-68a0-444f-b421-4e1a2855c1a1
34bb781e-5076-45e9-9f36-a4ab651720dd,"2024-04-10 11:14:00.893284","2024-04-10 11:14:02.000000",2,0d5a7acf-064c-40e2-b02d-3c6ed9486660,ac5854ad-d3a2-4eb1-a1d5-d5b46098dc05,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",f225f3f5-1e90-4184-927d-5f4ceb5153c7
34cc1b39-d3c3-4cda-9f56-f0dc91ee1fcd,"2024-05-08 07:59:42.996368","2024-05-08 07:59:44.000000",2,52ddfc67-7be9-4187-8e17-113ee174856b,d39f385d-e597-4619-9d59-5711c7701f80,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",c4d91771-6b77-4303-9a30-07f3d09cfbd9
355cca05-a216-4bb2-b48c-33bff59a682a,"2024-04-08 09:19:54.458935","2024-04-08 09:19:54.000000",2,04cafea7-5666-40b5-8014-933b31511419,f5efd24a-fa9e-459a-a66f-fe3c2702741c,other,"Please describe the post that you wish to share.",9df24c4f-d071-4785-b315-d274ad89e584
35de29f7-de21-45e9-8224-1e62a0dda31e,"2024-07-01 10:46:26.451494","2024-07-01 10:46:27.000000",2,942d6fd8-476b-4b7d-99e5-a6e528d599b0,0a7e1fa1-8e6c-4f03-b4ac-36aa9e64b01d,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",e0716c39-b215-4a66-8804-537d0ee7e2a0
361dbe05-1e8f-429f-a981-64198644eaf3,"2023-03-31 13:47:56.354439","2023-03-31 13:47:56.000000",2,ada7a98c-fcbc-4d33-839f-b353a713d718,8266de70-2384-430c-950a-6097b2a73336,"related initiative","Please describe the related initiative that is relevant.",e19f8828-a43e-483c-abd4-72503fc3f8ac
362c2cc2-6e43-4ce0-825d-6906965c3488,"2023-08-23 08:52:11.115302","2023-08-23 08:52:11.000000",2,6fcad601-2e7b-4518-b49d-87efed03a866,594c1cfa-2233-423d-8a65-e43cb93f5871,"stakeholder persona","Please describe the stakeholder persona that is relevant.",759ae4b0-c927-417a-a168-c43149c90509
36546b75-9dca-492a-b769-1d00509d7c8f,"2024-01-11 10:06:00.945548","2024-01-11 10:06:01.000000",2,f80a0a91-0acd-4059-a702-611054cdd9a6,d5c32987-f6da-4179-8960-596c56bbbfc7,other,"Please describe the post that you wish to share.",7a782bc1-3f1b-44bd-ae19-b22a038da7cc
3677d4f4-b287-43f1-9359-5f1647b7cfce,"2024-08-29 08:21:44.741104","2024-08-29 08:21:45.000000",2,21f9ecc1-59b0-4c93-bfae-8c00d99264f8,8795252b-edfb-47a2-9cb8-b44d8c77a38a,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",57cad4c3-0e8a-4af3-9fb2-52945a9a6b55
36b7fc46-6975-41ec-82e7-ca6e36ae9f46,"2024-06-03 08:27:42.967432","2024-06-03 08:27:44.000000",2,4c904c14-edfb-41f0-b40e-83b12c85bff6,46d462d6-a172-44fd-8c3c-dc4af5b23a5b,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",58c51637-c951-4708-a3d4-95841855adf2
36efc059-4532-47ed-bb74-3e79a106a8a2,"2024-02-09 12:47:20.914955","2024-02-09 12:47:21.000000",2,ebd458b7-bc56-4538-9319-96690f1a1a6c,c23aa791-3576-40d0-8bd5-b6f73515b01d,other,"Please describe the post that you wish to share.",d15bafbe-06c0-427c-bcf2-4fdf8c6bc1e2
377c4c98-f6ca-4782-8ea5-b189cc3e50ef,"2023-07-11 09:49:50.134348","2023-07-11 09:49:50.000000",2,eb47e6e3-072a-47cd-9638-8e63c66e395e,22224fcd-6d4a-48dd-b4f1-5941d15b9fd6,idea,"Please describe the idea that is relevant.",c8b443df-19dd-439f-8607-0d07d433ca78
378264b8-980b-4827-8f8b-465ad958cb2d,"2023-02-21 08:33:12.790738","2023-03-28 12:31:15.537214",2,d22f15d8-ae29-4189-8c73-2a95327332ef,79a1f411-e42e-404d-bb7b-185af63be61f,"stakeholder persona","Please describe the stakeholder persona that is relevant.",84ddc97c-c7c1-4aa3-99b2-1c9bfbf68b67
37bae9f9-66b3-4199-bcb4-8f3cb33a79d9,"2023-07-11 14:37:11.029196","2023-07-11 14:37:11.000000",2,f047d35b-5935-41cc-b73e-ae0f22f629e3,2351e36d-65bd-4edc-b112-42d9136987f3,"stakeholder persona","Please describe the stakeholder persona that is relevant.",ed4cd62f-a567-43be-ac32-3435aca853a4
37d88193-9dbd-489f-ba13-23505c39a0a9,"2024-05-16 07:19:31.623659","2024-05-16 07:19:32.000000",2,17f6d917-a610-456f-9e42-e5bf62366bce,65c71a08-e334-4800-b20a-e4df6d6fb17b,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",5f89c2f6-fc51-42ed-a5f8-07ff6a63c406
37e2793d-a809-4401-b618-1ff4384708dd,"2024-08-27 14:41:24.008080","2024-08-27 14:41:24.000000",2,096a5943-346d-4bba-a9c7-ccff497c2ef3,775c98a4-670c-464e-af65-8bfe42666958,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",e96cb5db-0414-4bbe-884a-c7b9b330c2a6
38192d12-4017-4da3-a451-249d1f21f005,"2023-12-18 10:29:24.894105","2023-12-18 10:29:25.000000",2,1d791b78-99a6-4676-8821-49c9eaa827ab,60147834-d5e5-439a-9a07-d714d7103ab7,"related initiative","Please describe the related initiative that is relevant.",64a3eea6-aa53-4562-8e31-b14d4d465ad7
3869623d-da8c-4807-98c6-8ed07b86b8f1,"2023-06-02 10:11:56.932413","2023-06-02 10:11:57.000000",2,e3efcaea-a332-4eb4-8be7-9b8aca3565b3,a9170d7f-e665-4e12-adf7-16fbeed92674,other,"Please describe the post that you wish to share.",2e89f3ec-5fbb-4e92-b8f1-b280b7626dad
386adc89-c3ea-4bdf-b71b-c887d3c99aba,"2024-06-03 08:27:43.545011","2024-06-03 08:27:44.000000",2,4c904c14-edfb-41f0-b40e-83b12c85bff6,ede78169-ba80-4aa3-a474-a86467687409,"Community Needs 👥","💬**What is blocking this space at the moment?**

*Uncover the current challenges and obstacles that hinder progress in this space. What barriers are present, and how do they impact the community?*

📢 **Describe your call to action**:

*What steps can we take to address these challenges, and how can we overcome these obstacles?*

📚 **Type of knowledge, expertise, and resources:**

*Specify the types of knowledge, expertise, and resources needed to navigate and overcome the identified challenges*

✏️ **Additional context:**

*providing additional context*

Together, lets transform challenges into pportunities and propel this space forward! 🚀💪
",6b60114a-f32b-441c-8ce4-40f0276496f3
38ab09a8-ae6d-412c-9ca6-7528630f71b6,"2024-04-08 10:16:24.266925","2024-04-08 10:16:25.000000",2,5963712e-29a1-4f9c-8845-cb9d0494975c,32022f31-a715-4df5-8fcc-0b1ca48b9838,knowledge,"Please describe the knowledge that is relevant.",d5dd9bce-0e81-4cd0-8340-2604297b53a3
39169c06-d432-456c-bacf-97ef4cd351f5,"2023-07-11 14:37:11.208513","2023-07-11 14:37:11.000000",2,f047d35b-5935-41cc-b73e-ae0f22f629e3,e181cf0a-fb18-4171-b388-a08d78f00c46,idea,"Please describe the idea that is relevant.",3b73d19c-a5e6-475c-bf08-5faf25f46cbb
39428fb3-1ab1-4541-a43c-a4ac72379fdf,"2023-08-04 09:34:44.874661","2023-08-04 09:34:45.000000",2,16f4580c-5ff9-46a6-b15a-7620a39768a1,e086d442-d50c-4aa1-a8c7-d62d41aaaacd,knowledge,"Please describe the knowledge that is relevant.",e1d27604-4579-4a22-a473-b1d4aad41a51
39b3effd-8d64-42c6-b244-e56f9b60b23c,"2023-06-01 09:37:56.826885","2023-06-01 09:37:57.000000",2,e4f1b96d-ef0b-435a-958c-edf8139718d9,f92cf813-3efb-4b5c-89e6-ad0879a50391,"stakeholder persona","Please describe the stakeholder persona that is relevant.",08527c8a-d0ec-4531-b917-a047fd18d5eb
3a249185-dc07-457f-9d68-48a5b93238bd,"2024-06-03 14:57:07.582517","2024-06-03 14:57:08.000000",2,6a26504a-f074-4c47-a10b-bbf1493169f7,1855ab30-ff5e-4eea-a0ce-388ebba232ea,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",d60e2ec7-6ace-4f92-be14-0755f149e7c0
3b0b096f-56b1-4017-bc51-82cce371d0a4,"2024-07-11 15:44:52.579089","2024-07-11 15:44:53.000000",2,04ca7a50-d890-4519-a528-57632a2d5378,027ff7b3-b8aa-48d3-a39d-97d70c15c118,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",a95b33a0-cb0f-4092-801a-cb8f4d824995
3be91bad-151f-4d64-9eb2-859fd5473c98,"2023-11-16 11:30:33.847468","2023-11-16 11:30:34.000000",2,8d32c6a4-c352-4e58-ac6b-3d9ef91abd20,9342b88f-53ae-4553-95b5-0ac6a5777fe0,"related initiative","Please describe the related initiative that is relevant.",e85ebef9-797b-4573-8d87-ad415f3f638e
3be93a94-4eb7-42f8-bdb6-350fd15fa092,"2023-12-05 15:22:43.018881","2023-12-05 15:22:43.000000",2,0f814793-aa76-447e-b143-f5693d764918,81ae94d3-f582-4b96-88ac-64250554c128,wow77,"this is what users will see 77A",e180efac-2983-438c-80d7-27f16d881a64
3c20d5d8-9e28-4feb-8ab9-d380da315b96,"2022-07-13 14:14:24.692719","2023-03-28 12:31:22.968665",2,9e46fdd4-205a-4776-8f04-cb544c3adfd6,cbba04d0-bb75-4d60-b49a-18153a346c54,"stakeholder persona","Please describe the stakeholder persona that is relevant.",3a3e46b5-d60d-4673-baf5-3384b5023f25
3c2b3115-14f9-4ea6-80ac-2deb17f72e9b,"2023-10-02 07:40:40.293600","2023-10-02 07:40:40.000000",2,323b473c-dd55-4876-b56d-aed455c0551b,473c8a81-d668-4101-b036-704b6d330d12,test,"\## Description

As a \<persona or stakeholder type>

I want \<some software feature>

So that \<some business value>

\## Acceptance criteria

\- \[ ] Should ‹testable condition that should be satisfied›

\- \[ ] …

\## Additional Context

Screen shots / / data that are relevant.
",cdfa7b22-9f6c-474b-88e8-1a50e8eddd97
3c62affe-86f1-4bd7-a2d6-e6d2665b91a3,"2023-01-26 13:55:18.752222","2023-03-28 12:31:19.156817",2,3da0114a-7685-4cae-9a2e-1bee079aa694,95bb5552-c866-4bd8-8bee-c12cc9172c75,"stakeholder persona","Please describe the stakeholder persona that is relevant.",a022e031-b512-4059-b267-1dcba118a70a
3d561a5e-180e-4d4c-897a-a4777c88684b,"2022-07-13 14:14:24.778210","2023-03-28 12:31:18.196525",2,9e46fdd4-205a-4776-8f04-cb544c3adfd6,da2ef2d7-bc7c-4821-b679-24fc5964a92a,"related initiative","Please describe the related initiative that is relevant.",82c5fe9d-8465-4408-a188-c39b8f249049
3d89ee60-0126-426c-9f83-826230344fb7,"2024-03-14 20:55:51.913780","2024-03-14 20:55:52.000000",2,507b19e8-35fc-4470-b9ad-2d65c99bce0e,251132e4-521f-4dc8-b1c7-75638d8b1c74,idea,"Please describe the idea that is relevant.",7fd911e9-3138-4485-a96f-679d0670f710
3dae71a2-bc1c-433e-9445-7f984edd25fc,"2022-10-11 12:19:26.938363","2023-03-28 12:31:23.146491",2,3a5b0225-eb76-49c8-b26a-f5ccc0bf82bb,6ccc0358-8da4-4bfa-8cf6-df52f0e09838,"related initiative","Please describe the related initiative that is relevant.",64257bbd-c457-44f9-a554-8f9c1ba73524
3dafa897-5156-4ce6-a054-d4ac4601ba8a,"2022-10-05 12:35:25.528464","2023-03-28 12:31:16.686627",2,335bce6c-8fb4-49da-a95c-265759ba324b,33e392c1-3d27-45a5-9ce6-5c0f11b98955,"stakeholder persona","Please describe the stakeholder persona that is relevant.",e6a58a56-eb29-4661-b9f0-c9313d69108f
3dddf6ab-9b7e-44e7-8b56-016877600073,"2023-07-27 15:25:03.875946","2023-07-27 15:25:04.000000",2,1c62f675-e515-4252-9d68-949294b28232,c26565c7-8a80-4049-bcf0-3c73dd1fbac0,idea,"Please describe the idea that is relevant.",758f88b5-f424-482e-a994-1a67a9a77ed7
3df6861e-d35d-4ee0-a038-b5bba34bd4b2,"2024-07-11 15:06:40.963437","2024-07-11 15:06:42.000000",2,2b502a01-56f3-46a0-afef-90d43244f3b3,74790e6e-c455-4c81-8d3e-11063e270cc9,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",d027a5ec-cd4b-402b-9832-812d00fa47bf
3e17606c-312f-4c3c-b6a1-7566a9fc5651,"2022-09-15 10:51:12.677319","2023-03-28 12:31:20.147153",2,05f222e6-be7a-43e0-8f95-7d23110fff48,a328008e-6084-407b-af08-3c1f9917cb0f,"related initiative","Please describe the related initiative that is relevant.",9b788f1e-57cb-421d-9bef-f8f2851eb1be
3e5d9170-51aa-4624-a490-0100168e81a3,"2024-04-08 10:26:54.709813","2024-04-08 10:26:55.000000",2,0a475f39-7f42-42fc-8d7d-0bdce97649a1,67a27f0d-1ff1-48ec-856c-67e4d68d26af,idea,"Please describe the idea that is relevant.",375cfccf-175c-4b29-a923-ec3c8ebca684
3eb82ff1-78d7-4692-ac91-25409e412d50,"2023-05-15 10:59:49.934953","2023-05-15 10:59:50.000000",2,e3af8a54-8a43-471f-8c72-a22d9f3468ce,1f05fb35-9c21-4a71-b1dc-441e66ff384e,idea,"Please describe the idea that is relevant.",4cffa1ee-c3f7-4b4d-8b2c-80673c763faa
3f07f205-aa96-4c6a-a3a5-656aed07bb47,"2023-05-03 15:03:56.051867","2023-05-03 15:03:56.000000",2,54d0b99c-5836-4564-bb4a-7d8fc75e6e48,65bcd648-456e-4859-b859-794c880a3f72,idea,"Please describe the idea that is relevant.",14de5ad8-ea72-426f-9088-54079ef4f678
3f9132d9-2577-4067-85a5-3ce09db63716,"2022-11-28 13:10:11.001306","2023-03-28 12:31:24.139475",2,6c6240bb-6907-4b20-a3f3-c5ca8baf244d,0b689118-c271-46c4-ab28-52058728d1e7,111,111,eefcb2a8-43d5-4d33-adae-23d09b0d0774
40116feb-912d-4653-a61a-0e671cc14287,"2022-08-31 09:39:13.594262","2023-03-28 12:31:20.320167",2,7b0f9fe4-3f01-450e-a3b8-2b5334e1270b,b6cda996-d636-4f4d-9979-9c2f785bbca1,"stakeholder persona","Please describe the stakeholder persona that is relevant.",62928c78-b2a3-4808-9e82-df546a679a15
401cb0a6-4114-4dec-82a3-daf27942a2bb,"2022-11-07 08:47:20.279365","2023-03-28 12:31:15.180427",2,01876914-8685-48f7-bde0-51b625fc80b5,6bf7a972-be45-4469-ab6e-2e4d7f4225bb,"related initiative","Please describe the related initiative that is relevant.",a59c1d20-724c-4998-9da3-4a37bdce592b
4020872e-b3c0-4887-8641-ef0532e9b523,"2023-11-09 15:57:37.495166","2023-11-09 15:57:37.000000",2,48e4a8ce-1e99-4239-b837-ac2fc6070c7f,62bed092-8869-412e-9f56-4a1173111fa3,idea,"Please describe the idea that is relevant.",79c0ae8f-19b6-4a98-a5b1-bb0f719fbfbb
40909d88-fea7-443b-8b0a-180fdd5e92cd,"2024-03-12 15:56:03.422855","2024-03-12 15:56:04.000000",2,27ec1f18-47f3-422e-bb4d-a2af1bda1830,7efa4f04-ed2d-4798-8162-c1e5e329e6ab,"related initiative","Please describe the related initiative that is relevant.",e3c62e01-5d81-43d7-8bd9-97b5c059c70c
40ae9fab-50d0-417a-9f5b-e7b8ec1c152e,"2024-07-19 12:27:23.760707","2024-07-19 12:27:24.000000",2,1ffe3a9c-f5fc-4546-ac36-dfadb5d9991e,40475bb4-fab0-47a3-9f7d-378fe101ed47,"Community Needs 👥","💬**What is blocking this space at the moment?**

*Uncover the current challenges and obstacles that hinder progress in this space. What barriers are present, and how do they impact the community?*

📢 **Describe your call to action**:

*What steps can we take to address these challenges, and how can we overcome these obstacles?*

📚 **Type of knowledge, expertise, and resources:**

*Specify the types of knowledge, expertise, and resources needed to navigate and overcome the identified challenges*

✏️ **Additional context:**

*providing additional context*

Together, lets transform challenges into pportunities and propel this space forward! 🚀💪
",2de53a11-59d7-4a8e-a92c-5c941d0777ef
40e6df20-43dd-46a0-80c6-a1202b41a0f3,"2023-07-27 14:09:17.461759","2023-07-27 14:09:17.000000",2,8f38c2ec-3b41-4aee-8b32-f9672d759fb8,2b217b65-f64d-4404-a78f-8e5d38bd44e6,"Innovation pack from client - release 06-04-2023 card template","## How do I get started?

The easiest way to get started with Alkemio is to see it in action! For that there are a couple of options:

*   [**Demo Environment**](https://demo.alkem.io/) - a non-production environment illustrating how multiple organizations / users can host Challenges on a single hub, allowing the community to be shared across all Challenges and users to find Challenges that they want to contribute to.

    *   If you are interested in having your own Challenges Space on the demo environment to try it out please reach out via <community@alkem.io>!.

*   [**Try it out locally**](https://www.github.com/alkem-io/demo) - create your own local Alkemio instance and populate it with sample data. Recommended for the more hands on :)
",dd3fb2d1-ce0c-4094-a5d9-e042b96ba030
4113030c-1852-4665-b294-1f738232fb62,"2023-09-01 08:51:41.708359","2023-09-01 08:51:41.000000",2,724a4599-469c-4387-9683-40d336ba58c4,2db8ffd7-d958-4c0b-83e0-b9c02fc85741,other,"Please describe the post that you wish to share.",e3e424e6-3223-4113-a468-52a4ade10bc2
41551b19-6e4c-4581-889a-1769a0ca0378,"2024-04-29 10:25:32.684692","2024-04-29 10:25:33.000000",2,bfa5046b-fbbe-4b94-a7fd-739f61efb4e9,0f9afbd6-f049-4bcc-9bd4-23ec2f2cd7e7,"Related Initiative","👀 **Name of the related initiative**:

*Name/title*

🤝 **Description of the related initiative:**

*Description*

🗻 **Describe the relevane of the related initiative:**

*Explore how these initiatives align with this initiative*

✏️ **Additional information**

*Provide any extra information or context relevant to the initiative*
",8a3847eb-9d96-4fd8-b503-ea70127fbdd3
41a032c7-16de-448b-a744-591472c1093b,"2024-05-20 10:40:07.373922","2024-05-20 10:40:08.000000",2,207591dc-5e41-402e-acc8-0f1dce832524,084950c5-6fb0-4b65-9e75-142f3fb7a465,"Meeting Notes","## 💭 Your meeting insights

📅 **Date:**

*Lets note the date of your interaction for context.*

👥 **Present:**

*Mention who attended or participated in the community activity.*

📝 **Notes:**

*Capture your observations or key takeaways from the community interaction.*

🔁 **Next steps:**

*Describe the specific actions or initiatives you plan to take based on the insights gained during the community interaction, propelling the community forward!*
",2c27e20c-3c5f-4278-9f61-3224049cd037
423252ab-2308-4b56-9d92-2ee3b60d7851,"2023-08-22 09:49:25.917494","2023-08-22 09:49:26.000000",2,04df4dee-026f-46b7-85cb-208ad4ca971a,c149902a-dddc-4480-8af1-f0c302775db7,other,"Please describe the post that you wish to share.",891453b7-28b3-4dfe-9984-914f99338b85
